content,creationTime,score,anonymousFlag,plusAvailable,location,nickname,productColor
成像效果：非常好反应速度：快操作难易：非常容易外形外观：好看,2023-08-24 17:25:14,5,1,201,浙江,j***w,月光茉莉
突然看到mini12的出现，紫色正中我心呐！本来在粉色和紫色中纠结，感觉紫色包包实用，就拍下了。没想到，真的很好看！！！感觉又要开始囤相纸啦,2023-03-21 23:51:19,5,1,201,广东,村***椒,鸢尾骑士紫
奶呼呼的颜色，真的太可爱啦～包装也好精致，礼盒装还送相机包，出门好方便～拍出来的照片很清晰，很有仪式感的相机！,2023-03-24 09:02:22,5,1,0,福建,瘦***咯,月光茉莉白
真的太好看了！超级喜欢，买来送给朋友当生日礼物的，货真价实，价格公道！,2023-10-13 13:44:09,5,1,0,河南,郑***7,鸢尾骑士
非常不错，今天用上了，配件多多，都很好，发货快，到货快，颜色特别喜欢，还会再来,2023-06-08 15:43:37,5,1,201,上海,C***9,mini12
包装盒很好看，选了绝绝紫颜色里面有相册，有放相机的包包不错不错，以后囤点相纸就可以经常拍拍拍了。,2023-03-23 08:46:12,5,1,201,广东,秋***o,鸢尾骑士紫
mini12相机 经典百搭 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流给力 小哥有礼 五星好评 此致敬礼,2023-04-09 18:28:11,5,1,0,辽宁,乘***0,海岛绣球蓝
给女朋友买的，女朋友太爱了真的就是爱不释手，很可爱粉嫩粉嫩,2023-05-24 11:18:56,5,1,201,北京,柠***意,mini12
整个购物过程还是比较满意的，活动力度大，客服态度很好，富士instax依旧给力，下单后发货及时，物流也很快，在很短时间内就收到的心仪的物品，到货后可以看到包装十分到位，眼见为实，是我喜欢的款式没错了，后悔没早点买，用起来也很舒服，很奈斯的一次购物，下次有机会还来。,2023-08-24 00:07:16,5,1,201,湖北,微***偏,鸢尾骑士
很喜欢拍立得拍照的感觉 最近12也出来了恰好还有货 是帮朋友买的 套餐里面的包包什么也很可爱 相纸也是比较新的 总体来说都蛮不错的 放上美图一张～,2023-03-21 16:43:41,5,1,201,广东,又***木,月光茉莉白
💚赶上做活动的时候买的，这个价格一分钱一分货❤️，从外观看很美💙，材质做工都不错💜，感觉买值了，还有物流超级快，点赞！,2023-09-10 16:17:34,5,1,0,广东,瑶***5,海岛绣球
成像效果：蛮不错反应速度：可以操作难易：简单做工质量：不错，很好看也很有质感外形外观：蓝色很好看 颜色很奶 奶看其他特色：配套的包包相框都不错的,2023-03-24 16:45:36,5,1,201,湖南,h***9,海岛绣球蓝
挺好的，富士拍立得，复古又可爱。成像效果：很快出片，色彩胶片风格，浓郁复古反应速度：快速操作难易：容易上手，有说明书，介绍很详细的做工质量：很好，白色经典款外形外观：可可爱爱的其他特色：京东物流，很快速,2023-03-16 09:09:33,5,0,201,null,飘***嘻,樱花宝贝粉
宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️,2023-10-08 15:26:33,5,1,201,北京,岳***7,鸢尾骑士
快递速度很快 第二天就送到啦蓝色真的好好看 一开始先是看中了蓝色的包包结果很意外蓝色的相机📷真的好好看！,2023-03-31 13:38:49,5,1,0,湖北,j***k,海岛绣球蓝
这个真的太🉑了，🎁包装很精美，宝贝做工比较精细，商家特别好❤，有问题都及时处理👍，确实是一次相当满意的网购，还会再来的😘,2023-07-21 13:28:18,5,1,201,山西,K***谁,樱花宝贝
特别好，买来送朋友特别有面子，朋友也特别喜欢，不错的购物体验。,2023-10-13 01:00:35,5,1,201,江西,j***F,鸢尾骑士
拍立得相机很不错，做工很好，颜色也很漂亮，很喜欢，很满意。改还有相纸配套，太好了，,2023-09-08 15:48:07,5,1,201,广东,X***铛,月光茉莉
拍立得很好看，这是礼盒装的送人简直无敌。没有不喜欢的我敢说，而且是最新款的12，比十一肯定要好些的。京东物流也是一如既往得快。,2023-06-06 14:46:24,5,1,201,山东,y***森,mini12
成像效果：成像效果很好反应速度：反应灵敏，很容易就摁下去操作难易：操作超级容易，简单易上手做工质量：做工很好，感觉很适合小小手的小可爱们，拿着超级方便外形外观：外观小巧，线条优美，,2023-03-25 15:06:44,5,1,201,北京,F***e,鸢尾骑士紫
成像效果：拍出来很好看 很有感觉反应速度：按下快门的那一刻感觉非常有意义操作难易：很简单很简单做工质量：做工很不错 用起来很有质感外形外观：看起来很好看 紫色很漂亮 很喜欢其他特色：富士拍立得真的很不错 用它来记录真的很好很好,2023-03-30 15:41:21,5,1,201,浙江,j***g,鸢尾骑士紫
拿到手就迫不及待的开箱啦，非常喜欢。购买前在mini11和mini12之间纠结，最后入手了mini1212不易曝光过度，成像效果很满意成像效果:胶片风格，浓郁复吉反应速度:快速操伴难易:很容易上手，有说明书，介级很详细外形外现:相比11的更喜欢12的外观,2023-04-10 22:43:43,5,1,201,广东,喜***严,樱花宝贝粉
非常不错的宝贝，价格实惠东西很可爱，适合小女孩，款式很治愈，送给人家小女孩也是很不错的礼物，送的也快一会就到了，总体满意的,2023-04-14 13:37:50,5,1,201,上海,丫***3,樱花宝贝粉
💌终于对它下手了，颜值是真的没话说❤，材质很好，物美价廉，趁活动赶紧囤起来吧 爱了爱了,2023-06-16 10:31:05,5,1,201,重庆,唯***i,mini12
无滤镜巨好看！我朋友都夸爆炸咯！她生宝宝最好不过的礼物哈哈哈。包的质量也很好！而且第一天买第二天到！,2023-03-23 09:20:19,5,1,0,辽宁,禽***5,月光茉莉白
成像效果：还没使用 感觉会很不错反应速度：很给力操作难易：操作太简单啦 很容易上手哦做工质量：做工很漂亮呀 很有质感外形外观：颜值超高 是我喜欢的粉色 收到就爱了其他特色：有自拍镜啊 和对象一起自拍很方便,2023-04-08 01:07:27,5,0,103,浙江,杂***丶,薄荷精灵绿
成像效果：很好反应速度：中等操作难易：简单做工质量：还行外形外观：可爱其他特色：外甥女很喜欢,2023-09-02 10:52:52,5,1,201,山东,马***糖,海岛绣球
做工质量：💌心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实👍,2023-05-11 21:00:04,5,1,201,北京,j***j,鸢尾骑士紫
机器前几天抢到手的，媳妇儿非常喜欢，明天去拍照试试，就是相纸太难抢了。,2023-04-14 22:32:56,5,1,203,天津,大***光,樱花宝贝粉
白色超好看的！也很好拍！喜欢哈哈哈😍,2023-05-02 12:42:51,5,1,0,北京,S***y,月光茉莉白
礼盒很好！粉色的相机很像春天的感觉，另外秀一下自己辛苦海淘的相纸，耶耶耶！,2023-04-08 14:22:54,5,1,201,北京,梭***s,樱花宝贝粉
紫色好好看，相册和包包都很美，花边相纸也很好看,2023-06-18 20:19:38,5,1,201,广东,渔***人,mini12
赞不绝口成像效果：好反应速度：快速操作难易：太简单了做工质量：一流,2023-04-16 13:39:46,5,1,0,广东,j***I,海岛绣球蓝
好用成像效果：好看，是我和对象都喜欢的颜色反应速度：还没准备就被按下去了，浪费相纸了外形外观：粉色超爱,2023-09-22 21:47:17,5,1,201,广东,我***呀,樱花宝贝
还没用，很好看的颜色，期待使用效果。希望能挽救我的拍照技术！,2023-08-04 21:31:33,5,1,201,重庆,l***f,樱花宝贝
好看好看，绿色挺好看的，物流速度也很快，绿色也比较缺货，蹲了一段时间。,2023-08-14 23:49:33,5,1,201,广东,j***g,薄荷精灵
"成像效果：不错,比我之前买的mini7成像要好，废片少反应速度：快操作难易：简单易上手做工质量：好外形外观：可爱其他特色：赠品很喜欢",2023-04-02 06:45:31,5,1,201,山东,u***7,月光茉莉白
mini12这个配件盒太好看了，看到发售马上就入手了，729还能用plus20元的卷到手相当实惠，粉色很少女，超喜欢~~,2023-03-14 19:00:53,5,1,201,null,l***-,樱花宝贝粉
成像效果：送女朋友的，成像效果还不清楚，应该会不错样式很好看！女朋友很喜欢嘻嘻！还有各种小配件盒花花相纸，真的很不错哎！做工质量：做工质量精细外形外观：外形外观很好看.,2023-04-17 21:50:27,5,1,201,浙江,放***布,樱花宝贝粉
相机质量很好，拍照效果很棒。操作简单易懂，拍摄出来的照片清晰度高，色彩还原度也很高。外观时尚美观，手感舒适。配件丰富，适合各种场景拍摄。总体来说，这是一款性价比很高的相机，值得购买。,2023-10-17 20:55:15,5,1,201,北京,至***号,樱花宝贝
买了相机当装饰品，压根买不到相纸,2023-06-04 13:54:37,1,1,0,广东,j***C,mini12
反应速度：快成像效果：好操作难易：容易做工质量：精巧外形外观：漂亮其他特色：满满童年的回忆，真不错,2023-03-21 20:26:44,5,1,201,北京,j***a,薄荷精灵绿
做工质量：很好成像效果：个人觉得不错反应速度：挺快的操作难易：较为简单外形外观：很适合小女生的颜色,2023-08-29 08:38:45,5,1,0,四川,2***s,樱花宝贝
谁能不爱粉色拍立得呢！送给朋友的小礼物，朋友非常喜欢！开心,2023-03-20 18:44:56,5,1,203,湖北,影***e,樱花宝贝粉
礼盒好好看，很精致，好多礼品。一直心心念念终于买到了，茉莉白颜色很好看百搭，喜欢！！,2023-07-22 14:29:02,5,1,201,广东,C***-,月光茉莉
mini12拍照非常好看，送朋友，送孩子，送老婆，送情人都合适，而且成像效果非常好，反应速度非常灵敏，操作非常简单，做工质量非常好，外观非常好看，都非常好的。,2023-09-01 22:19:35,5,1,201,四川,d***c,樱花宝贝
成像效果：算是比较清楚的！比其他机器来讲反应速度：无延迟，之前朋友送了一台给我，现在买来再送给我的朋友操作难易：傻瓜操作！做工质量：挺好的，圆润摸起来很舒服，色彩饱和度比较舒服！值得推荐！,2023-03-31 18:17:17,5,0,201,美国,u***t,海岛绣球蓝
收到了，很mini，很小巧，没有感觉很惊艳，当个拍照玩具还是可以的,2023-05-19 10:24:12,5,1,201,北京,j***6,mini12
超级nice！！拍照很好看，简单操作易上手，废片率很低，拍了好几张基本没有废片,2023-06-15 13:20:35,5,1,0,山东,芝***裤,mini12
不错！这是一个好评摸板。因为本大佬很懒不想每个产品都写好评所以特地写下这个模板，以前不知道~评论可以涨积分，现在才知道好评的重要性，妥妥的每条都来评论下，赚积分，下次还能抵现金用。评论80个字以上，可以得到50个积分，我无论买什么东西都会把这个段话复制粘贴下凑够 字数。这是第N次在网上买东西了，棒捧棒，东西便宜而且 质量好，物美价廉买的放心，用的开心，感觉都买，上瘾了，买买买，根本停不下来，东西品种多而且又特别全，划算方便，而且实惠，包装很好，而且没有任何损坏，会一直支持下去的，服务还可以一超级好用，好评，下次再来,2023-06-15 09:33:35,5,1,201,重庆,j***v,mini12
礼盒非常精致，上面的盖子可以当作装饰画。比mini11优化了一些。别的颜色也都喜欢，但是怕色差，白色不会出错，真的很好看捏，拍照效果也好，喜欢！,2023-03-25 16:15:59,5,1,201,北京,海***0,月光茉莉白
拍摄很清晰 拍了20张基本没有废片 在有纪念意义的时候拍超级棒！买的礼盒送的配件也超级好看成像效果：清晰操作难易：容易上手第一次买外形外观：紫色太好看啦,2023-04-04 14:20:20,5,1,201,浙江,j***m,鸢尾骑士紫
成像效果：还没试，最近普通相纸缺货严重，买到了再试！外形外观：可可爱爱，这套粉色的礼盒装真的很好看！,2023-04-12 09:47:54,5,1,201,广东,u***2,樱花宝贝粉
对这款相机还是挺满意的，整体很满意相机小巧不占地方，拍风景等等特别好看，还防水，冲洗也很方便，看到喜欢的都可以马上拍起来，神仙配色，很活力，没烦恼，看到喜欢的都可以马上拍起来，拍出的效果很漂亮，根本不用后期的，很简约大方的感觉,2023-06-08 11:34:42,5,1,201,四川,d***c,mini12
很好 第一个拍立得 非常喜欢嘻嘻嘻 现在很划算就是相纸很难买,2023-03-16 14:46:49,5,1,0,null,j***l,月光茉莉白
收到了！！！！快遞速度很快，真的覺得自己很幸運，看到直播突然有補貨，立馬下單了，但相紙真的搶不到😭😭花花相纸又不捨得用,2023-04-19 20:59:18,5,1,0,港澳,j***X,樱花宝贝粉
心心念念，几经波折，历时一个多月，终于在孩子生日过去一个多月以后收到了生日礼物。好饭不怕晚，孩子很喜欢，相机颜值很高，立拍立得，盒子可以作为收纳，自带十张相纸，看了说明书，简单易操作，好评！,2023-04-13 02:06:05,5,0,201,美国,小***啊,薄荷精灵绿
等了半个月的mini12，到货了马上就下单了，蓝色很好看，拍出来也很不错！,2023-04-12 12:18:33,5,1,201,北京,C***h,海岛绣球蓝
颜色真的很好看！而且很出片，随便一拍都很好看！,2023-05-12 18:25:30,5,1,103,四川,j***x,薄荷精灵绿
超级好看啊，本来打算买11的，看到有说这个月可能会出新品12，果断蹲12，，就这两天很随意点开看看没想到就真的出了，赶紧抢了，都很好看，最后选了粉色，很美,2023-03-16 20:14:12,5,1,201,null,啊***菜,樱花宝贝粉
成像效果：很不错反应速度：成像快速操作难易：操作简单。,2023-03-21 18:34:13,5,1,201,江苏,z***7,月光茉莉白
鸢尾紫真的很好看，操作简单，成像效果很不错，很喜欢～,2023-04-05 23:26:03,5,1,201,北京,u***a,鸢尾骑士紫
真不错，女朋友很喜欢，颜色也不错，配件也很好，物流速度也很快,2023-06-16 10:00:03,5,1,203,新疆,S***T,mini12
他不好看谁好看，送礼不送它你选啥，少女的梦想，真的好喜欢。,2023-03-29 12:05:43,5,1,203,重庆,李***i,薄荷精灵绿
好评，包装精美，礼盒很好看，相机拍照很精美，送朋友很喜欢,2023-06-16 13:16:47,5,1,201,湖北,致***样,mini12
买来送给女朋友的，女朋友很喜欢，成像效果不错，反应速度也很快，操作简单，里面的彩色相纸也很好。总之，我们对相机都很满意。,2023-03-23 03:56:51,5,1,203,河北,佛***z,樱花宝贝粉
给女朋友买的生日礼物，真的非常喜欢，外观这个蓝色给人一种比较清新的感觉！拍照效果也很好，非常容易上手，萌新用也没有问题，就是感觉快门那边容易误触😭,2023-06-10 09:52:46,5,1,0,山东,江***树,mini12
东西 收到到啦 非常喜欢 出片效果很好 用起来非常便携,2023-10-13 13:26:28,5,1,201,新疆,邋***人,鸢尾骑士
实物很好看，蓝***的。大小也合适，送的包也好看！包装礼盒也很美！,2023-04-18 18:17:35,5,1,203,陕西,胖***0,海岛绣球蓝
很漂亮   速度也很快   如果相纸可以再多点就好了,2023-09-21 16:58:46,5,1,201,北京,佝***后,樱花宝贝
非常貌美的相机包 12比11更圆润更可爱 粉色超好看,2023-03-13 14:12:50,5,1,0,null,j***H,樱花宝贝粉
好看 满满少女心 超级好看 打开一片粉色入镜 朕的小心脏,2023-03-15 10:06:06,5,1,0,null,j***Q,樱花宝贝粉
成像效果：好反应速度：快操作难易：简单做工质量：好得很外形外观：好看很多,2023-04-06 23:43:52,5,1,0,福建,j***I,樱花宝贝粉
巨好看的一款拍立得，送给女朋友的，女朋友特别喜欢😘,2023-04-13 08:41:35,5,1,201,广东,c***f,鸢尾骑士紫
超级大的一个盒子，里面很多配套的小东西，给小孩的生日礼物。喜欢这个绿色，没想到突然就有货了。拍了一下，还不会用，没对准就浪费一张相纸，希望后面相纸好买一些,2023-07-10 17:35:06,5,1,0,陕西,j***i,mini12
超级好看的相机，拍出来的照片比我男朋友用手我的男朋友也很喜欢，拿出来的效果可以一直保存出来，作为我们的纪念 机拍的好看的多了，相机纸的质量也很高，爱了爱了。,2023-10-13 01:56:57,5,1,201,江西,j***F,薄荷精灵
绝美！！！很好看，拍出来的照片很有质感很清晰。,2023-09-01 01:18:41,5,1,0,四川,古***呀,樱花宝贝
粉粉嫩嫩的，很喜欢，比我想象的还要好！长在审美上！太适合春天啦！包装盒很精美！哪个女孩子收到不哇塞呀！新款功能升级，可以矫正画面不偏，这个是很值得的！物流也很快，整体很满意！,2023-04-18 11:36:56,5,1,201,北京,成***呀,樱花宝贝粉
给孩子买的礼物🎁，她非常喜欢。包装精美，大小几个粉色的盒子，主机是粉粉的公主色，一盒相机纸，还有多个配件，毛茸茸的相机包，萌萌的小挂件。京东快递给力，第二天就收到了。谢谢快递小哥。,2023-06-06 17:05:07,5,1,103,北京,j***1,mini12
好用！操作简单，出片效果也不错，送的花边相纸很好看,2023-10-01 20:41:29,5,1,201,浙江,j***r,薄荷精灵
包装完整 礼盒也很好看 送货速度很快 第二天就收到货了 拍照也很好看 很清晰 👍👍👍,2023-04-13 19:41:11,5,1,0,广东,j***m,月光茉莉白
外形外观：非常漂亮，绿色深得我心其他特色：配件很好看,2023-03-16 15:06:56,5,1,0,null,j***Q,薄荷精灵绿
礼盒很漂亮，女朋友非常喜欢。但是如果只是需要拍立得的话这个性价比还是不如单买划算,2023-08-24 10:22:49,5,1,201,山西,上***捝,鸢尾骑士
送给朋友的女儿，收到后喜欢的不得了，这一款相机种草好久了，只是一直缺货，终于等到了，拍完之后就发现又没有货了，朋友的女儿收到后很喜欢很喜欢，说简直就送到他的心坎上去了，哈哈，赶紧让他试了一下，操作很方便。,2023-06-19 00:09:00,5,1,201,海南,K***M,mini12
送给孩子的生日礼物，孩子超喜欢。随手一拍就出片，自拍神器，个性化大玩具。礼盒非常漂亮，随机赠送10片花边相纸，相机包包和挂件，毛绒相册。很赞！,2023-03-18 09:16:02,5,1,201,黑龙江,c***n,樱花宝贝粉
mini12拍立得相机 经典百搭 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流给力 小哥有礼 五星好评 此致敬礼,2023-04-23 09:23:56,5,1,203,辽宁,大***0,樱花宝贝粉
mini12拍立得 经典百搭 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流给力 小哥有礼 五星好评 此致敬礼,2023-05-08 07:14:34,5,1,203,辽宁,t***n,樱花宝贝粉
送给女朋友的生日礼物，这个颜色非常清新，相纸也很漂亮。,2023-07-06 21:16:32,5,1,201,河南,最***天,mini12
因为本人很懒不想每个产品都写好评所以特地写下这个模板，以前不知道~评论可以涨积分，现在才知道好评的重要性，妥妥的每条都来评论下，赚积分，下次还能抵现金用。评论80个字以上，可以得到20个京豆，我无论买什么东西都会把这个段话复制粘贴下凑够字数。这是次在网上买东西了，东西便宜而且质量好，物美价廉，买的放心，用的开心，感觉都买上瘾了，买买买，根本停不下来，东西品种多而且又特别全，划算方便，而且实惠，包装很好，而且没有任何损坏，会一直支持下去的，服务还可以一超级好用，好评！,2023-08-04 21:18:47,5,1,201,安徽,南***丶,mini12水晶壳
物流超级超级快！质量也非常不错，的确物有所值包装非常好，很严实，值这个价格包装很完美，颜值很高，感觉物超所值！客服也非常耐心细致，发货快物流给力，以后还会再来☺️搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！,2023-08-19 13:12:25,5,1,201,湖北,j***t,鸢尾骑士
物流配送快，没挤压变形。包装很好。使用方便，满意。,2023-08-25 17:43:18,5,1,201,福建,小***晴,月光茉莉
发货速度和送货速度都很快，看到首发马上冲了，白色非常百搭，哑光白很干净，不重适合拿出去玩，所有配饰都好好看，包包小小一个可以竖着装下拍立得，花花相纸太好看了,2023-03-12 18:45:05,5,1,201,null,j***d,月光茉莉白
成像效果：好反应速度：快操作难易：操作容易做工质量：非常完美,2023-10-12 20:33:28,5,1,201,广东,j***n,薄荷精灵
非常好的一款相机啊，同学朋友都很喜欢，大家都想买一部。礼盒装很给力啊，送了相片和保护套。相机做工精细，拍照图像清晰，等个几秒相片就出来了，对得起拍立得这个称号。操作简单容易上手，很满意。林凡皓,2023-07-13 19:57:04,5,1,201,福建,r***6,鸢尾骑士
那个少女不想拥有一套属于自己的设备，拍出漂亮的自己，太好看了，值得推荐给你，妈呀真的好喜欢这个纷纷的颜色，赶快下单吧，太太太漂亮了,2023-03-29 12:08:07,5,1,203,重庆,李***i,樱花宝贝粉
富士相机yyds，颜值很高，喜欢，尤其是绿色，,2023-06-21 15:02:24,5,1,201,西藏,s***6,mini12
发货很快，这个颜色非常漂亮，朋友非常喜欢，非常nice,2023-06-17 23:36:44,5,1,201,陕西,n***V,mini12
紫色非常好看！花花相纸也超漂亮！礼盒里的其他小东西也很可爱！,2023-04-16 14:13:52,5,1,201,湖北,j***e,鸢尾骑士紫
mini12 新品上市 外观可爱 相比于11外观上有些小改动 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流给力 小哥有礼 五星好评 此致敬礼,2023-03-23 11:35:09,5,1,203,辽宁,t***n,月光茉莉白
做工质量：质量非常好成像效果：成像色彩非常惊艳操作难易：简易上手容易非常不错,2023-08-28 23:14:58,5,1,201,四川,说***爷,海岛绣球
成像效果：很不错，胶片感足操作难易：简单易懂外形外观：粉色超级好看！配件也实用,2023-05-11 12:40:33,5,1,103,浙江,J***贝,樱花宝贝粉
成像效果：成像很棒反应速度：反应速度还不错操作难易：操作简单，傻瓜操作,2023-10-08 16:32:17,5,1,201,陕西,笙***6,月光茉莉
绿色mini12拍立得 经典百搭 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流很快 小哥有礼 五星好评 此致敬礼,2023-04-11 10:08:38,5,1,203,辽宁,天***7,薄荷精灵绿
外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！,2023-09-27 16:06:18,5,1,201,北京,t***8,薄荷精灵
成像效果：很清晰反应速度：很快操作难易：很容易外形外观：很可爱,2023-06-05 14:59:25,5,1,201,山东,u***q,mini12
💋 好评东西非常好。我用着跟舒服，质量不错。嘎嘎的。下次还来买，这个东西真的非常好用。。和别的相比好用多了，而且这家的快题非常快，满意，,2023-06-10 20:27:26,5,1,201,广西,J***-,mini12
白色的拍立得mini12很好看 包装精美 成像效果很好 拍照速度很快 出门携带方便非常的喜欢 里面的相机包也很好看 还送了10张相纸,2023-08-15 13:44:12,5,1,201,吉林,j***z,月光茉莉
紫色mini12相机 经典百搭 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流给力 小哥有礼 五星好评 此致敬礼,2023-04-11 08:57:23,5,1,203,辽宁,t***n,鸢尾骑士紫
成像速度很快，主要是礼盒很好看，京东的包装也很精致，加了层袋，没有刮花盒子，这个点个赞，很好，mini12集合了许多的优点，很好,2023-04-11 23:18:54,5,1,201,吉林,j***z,月光茉莉白
非常好用 值得信赖 新手用刚刚好，没事玩一下很棒😁,2023-09-01 14:28:01,5,1,103,广东,紫***泥,月光茉莉
正品，质量好，价格低，性比价高，物美价廉，物有所值，朋友看了都说好。客服服务热情都到。物流很给力,2023-06-13 22:41:54,5,1,201,四川,叽***乎,mini12
粉色mini12 经典百搭 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流给力 小哥有礼 五星好评 此致敬礼,2023-04-17 16:39:30,5,1,203,辽宁,大***0,樱花宝贝粉
mini12相纸 经典百搭 我的最爱  日期新鲜 价格美丽 可以用劵 抓紧囤起 错过后悔  物流给力 小哥有礼 五星好评 此致敬礼,2023-04-09 18:26:54,5,1,0,辽宁,乘***0,鸢尾骑士紫
樱花粉礼盒真的超级可爱！赠品也是非常的实用！爱了爱了,2023-06-18 20:54:37,5,1,201,湖北,r***p,mini12
特别特别特别好，没有任何破损的地方，外观也好看，好评！包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买😍感谢🙏,2023-08-19 13:10:59,5,1,201,湖北,j***t,海岛绣球
薄荷绿也挺好的，发货很快。前一天买第二天就到了，赠的东西凑合吧。用了几天感觉还行。,2023-04-13 23:00:51,5,1,0,安徽,j***E,薄荷精灵绿
真的超爱这款相机，买了几个送给别人了，小巧精致 爱不得,2023-08-08 20:10:20,5,1,201,湖北,你***人,海岛绣球
外观和礼盒配置都很漂亮，喜欢，要是万年历换成相册就好了,2023-03-27 16:30:37,5,1,0,广东,j***C,海岛绣球蓝
实用性和颜值都非常的赞，我很喜欢，还会再来买的,2023-05-08 00:35:55,5,1,203,江苏,芋***呀,樱花宝贝粉
发货速度快 ，物流速度也很快 ，产品质量没得说 ，没有任何瑕疵 ，操作非常简单 ，说明书一看就明白，做工也是很不错的，非常满意。,2023-03-18 21:42:51,5,1,203,河北,佛***z,樱花宝贝粉
拿到手核对标配完好无损，已经拍照一张，光线正常，拍出来稍暗，色彩还好，成像很快，看着过程很激动😀,2023-04-22 16:13:03,5,1,201,北京,j***x,海岛绣球蓝
成像效果：很不错反应速度：很快外形外观：可爱做工质量：可以。,2023-08-22 11:55:14,5,1,201,福建,u***k,月光茉莉
物流满分💯，包装快递满分💯，配送员态度满分💯，购物让人开心，吃土使我快乐~ʜᴀᴘᴘʏ̆̈◞̆物流和产品都不错，性价比高，赞赞赞👏👏👏宝贝收到，物流很快，描述相符，比较满意，好评，推荐很好看，制作工艺很精美，材质也很好！给个赞！急了，我彻底急了。当我看到其他人的好评，我感同身受，就好像那些事情真的发生了一样，此时此刻我真的破防了，我怎么可以不给好评！！五星好评，非常好！想不到那么快就到了！趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒👍精挑细选很久✨，最后决定买这一款🎁，到货后果然没有让我失望，实物很漂亮🔮，做工很精细🌈，特别满意💖🌈质量很好，买的很合我心意💕，棒棒哒！✨需要的亲们可以放心购买,2023-08-08 18:09:01,5,1,201,吉林,囍***兔,樱花宝贝
价格实惠，质量杠杠的，非常好的一次购物，下次还来💌终于对它下手了，颜值是真的没话说❤，材质很好，物美价廉，趁活动赶紧囤起来东西不错，还有优惠，可以放心省钱购买，不要犹豫了,2023-09-14 14:32:35,5,1,201,浙江,y***5,薄荷精灵
终于蹲到小粉啦！！真的超级好看 适合春天带出去和花花拍照～,2023-08-25 00:40:53,5,1,0,安徽,1***-,樱花宝贝
拍立得相机拍摄，效果很好，运行速度快，画质清晰，很给力，马上出片的感觉太好了,2023-10-14 15:31:26,5,1,201,广东,X***铛,海岛绣球
好 特别喜欢 箱子保护得很好 很喜欢💕,2023-06-01 18:42:34,5,1,0,广东,j***Y,mini12
是好看的蓝色，礼盒很精致，很适合做礼物！操作简单～,2023-03-29 11:13:40,5,1,203,福建,大***喂,海岛绣球蓝
质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物,2023-03-12 16:32:57,5,1,0,null,l***l,薄荷精灵绿
买来送礼的，特别有意思，小巧精致，非常可爱，有10张相纸，发货速度也非常快，不错哈,2023-08-13 20:31:32,5,1,201,四川,好***员,薄荷精灵
不到24小时就收到了，很好用！而且，非常nice拍照比mini 90小白多了，适合我这种新手。90玩儿不转！,2023-03-17 20:40:53,5,1,203,天津,雨***9,樱花宝贝粉
当时买的时候还在犹豫会不会有活动，买来之后一点都不后悔，而且物流还快，包装特别好。希望送人时候对方也很喜欢，套盒特别可爱，就是能不能顾虑一下闪光灯问题，能自己调节最好了,2023-03-28 22:26:03,5,1,201,内蒙古,你***丶,鸢尾骑士紫
无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。,2023-06-09 17:36:55,5,1,203,广东,j***Y,mini12
太好看了，颜值太高了，买来送女朋友的，女朋友特别喜欢，说特别喜欢，说可以拍美美的照片了,2023-05-22 17:11:39,5,1,201,江苏,j***f,mini12
拍立得很漂亮，很喜欢，大小也合适，质量也很好，非常满意，小朋友外出拍照神器,2023-06-03 10:03:21,5,1,201,广东,X***铛,mini12
收到货完全超过我的预想非常的完美，做工很精致，包装很精美，盒子还可以做装饰画，爱了爱了。总得来说这次是真的非常愉快的购物。,2023-04-10 00:05:46,5,1,201,浙江,u***g,月光茉莉白
618期间，京东快递的送货速度也很快，隔天就送到了。这是买给孩子的礼物，孩子很喜欢，相机做工精细，携带不算重，出片质量也不错。,2023-07-09 14:03:33,5,1,201,北京,1***p,mini12
帮朋友代买的，颜值很高，适合送人当作礼物啥的，而且这个实物跟图片基本一致，太适合春天啦，出去赏花的时候拿这个拍下美美的照片,2023-03-20 10:20:48,5,1,201,浙江,j***v,樱花宝贝粉
绿色的拍立得好夏天 超级喜欢拥有第一台拍立得啦,2023-04-19 10:26:01,5,1,0,陕西,j***e,薄荷精灵绿
